contract number,date of sitting,time,delivery date,amount,internalization,outsourcing,if the sitting date time after 2006,year,date of declaration,name of the project,name of the buyer,location of the buyer,if the buyer is a bank,export,export to OECD,the buyer's country,if the buyer is a chinese organization,classification of the buyer,Buyer Category B,Buyer Category C,name of the seller,Seller Category A,Seller Category B,if the seller is a wholly foreign-owned company,if the seller is a wholly chinese company, if the buyer is a joint venture,classification of the seller,Seller Category C,Seller ownership,if the seller belongs to IT industry,Technical field A,Technical field B,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,Intellectual Property A,Intellectual property B,if the project is a R&D mission, if the project is a technical consultation,it the project is an IP exchange,classification of the contract,Contract type A,Contract type B,Plan Category A,Plan Category B,socioeconomic goals,Turnover,money,installment,paystyle,payment method,Seller registration number,Seller organization number,Is the seller a central institution in Beijing?,Is it an intermediary service organization?,Transformed enterprise
2008110032021853,2008-11-24,365d,2009-11-24,1,0,1,1,2008,12/16/08,Agricultural Bank of China Hunan Branch HP minicomputer and storage equipment maintenance service contract,Agricultural Bank of China Hunan Branch,Hunan Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,social development and social services,931129.32,931129.32,1,1,Installment payment,01,00,no,no,no
2010110032002084,2009-03-01,670d,2010-12-31,26,0,1,1,2010,3/10/10,CITIC Bank foreign exchange and paper gold trading system 3.0 software development project,"China CITIC Bank Co., Ltd.",Beijing,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,935000,935000,1,1,Installment payment,01,00,no,no,no
2009110032001620,2008-01-26,731d,2010-01-26,1,0,1,1,2009,1/21/09,Project operation management system development,"Beijing Tongruan Yonglian Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Beijing Telit Technology Development Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Urban construction and social development,Urban Construction,0,1,0,3,technical secrets,technical secrets,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,935862,935862,1,1,Installment payment,01,00,no,no,no
2006110022000171,2005-12-01,89d,2006-02-28,26,0,1,1,2006,8/29/06,Secondary development of Guangdong Development Bank’s online banking system in 2005,"Guangdong Development Bank Co., Ltd.",Guangdong Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Kelan Software System Co., Ltd. bjh",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,938500,938500,1,1,Installment payment,00,01,no,no,no
2009110032000349,2008-08-10,189d,2009-02-15,4,0,1,1,2008,12/29/08,Vehicle air defense business platform,"Beijing BOCO Value-added Business Communications Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Beijing Chelingtong Technology Development Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,other,950000,950000,0,2,One time payment,01,00,no,no,no
2011110032005425,2011-03-23,506d,2012-08-10,4,0,1,1,2011,5/12/11,Qilu Bank Online Banking System Online Payment Part Software Development Contract,"Qilu Bank Co., Ltd.",Shandong Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,950000,950000,1,1,Installment payment,01,00,no,no,no
2009110032001101,2008-12-30,1095d,2011-12-30,3,0,1,1,2009,1/16/09,Online banking custody service platform operation cooperation service contract,"Daqing Commercial Bank Co., Ltd.",Heilongjiang Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,social development and social services,950000,950000,1,1,Installment payment,01,00,no,no,no
2008110032017209,2007-01-30,703d,2009-01-02,1,0,1,1,2008,10/23/08,General Ledger and Management Accounting System Project,"Gu'an Hengyi Software Technology Services Co., Ltd.",Hebei Province,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,950000,950000,1,1,Installment payment,01,00,no,no,no
2009110032001263,2008-12-31,546d,2010-06-30,41,0,1,1,2009,1/21/09,CCB Beijing Branch Transaction Historical Data Storage System Project,"China Construction Bank Co., Ltd. Beijing Branch",Beijing,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,960000,960000,1,1,Installment payment,01,00,no,no,no
2009110022000070,2008-09-16,729d,2010-09-15,30,0,1,1,2009,4/29/09,Huaxia Online Banking System Software Maintenance Project,"Hua Xia Bank Co., Ltd.",Beijing,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Kelan Software System Co., Ltd. bjh",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,social development and social services,960000,960000,1,1,Installment payment,00,01,no,no,no
2007110022000228,2007-04-05,548d,2008-10-04,30,0,1,1,2007,8/28/07,Online banking transformation system development,"Hua Xia Bank Co., Ltd.",Beijing,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Kelan Software System Co., Ltd. bjh",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,970000,970000,1,1,Installment payment,00,01,no,no,no
2011110032006806,2010-10-08,619d,2012-06-18,34,0,1,1,2011,6/9/11,Bank of Communications 531 Project Authentication Center System Development Project,"Bank of Communications Co., Ltd.",Shanghai,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,972000,972000,1,1,Installment payment,01,00,no,no,no
2010110022000386,2010-08-01,576d,2012-02-28,34,0,1,1,2010,12/1/10,Bank of Communications ECIF enterprise-level customer information system technology continuity development service project,"Bank of Communications Co., Ltd.",Shanghai,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Kelan Software System Co., Ltd. bjh",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,980000,980000,1,1,Installment payment,00,01,no,no,no
2008110022000564,2007-12-17,176d,2008-06-10,15,0,1,1,2008,12/11/08,Bohai Bank Online Banking Construction Phase III Project,"Bohai Bank Co., Ltd.",Tianjin City,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Kelan Software System Co., Ltd. bjh",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,980000,980000,1,1,Installment payment,00,01,no,no,no
2010110032016586,2010-09-28,731d,2012-09-28,3,0,1,1,2010,12/8/10,Baoshang Bank Online Banking Interconnection and New Core Interface Project,"Baoshang Bank Co., Ltd.",Inner Mongolia Autonomous Region,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,980000,980000,1,1,Installment payment,01,00,no,no,no
2008110032018931,2008-10-27,365d,2009-10-27,1,0,1,1,2008,11/13/08,Fushun City Commercial Bank Online Banking Project,Fushun Commercial Bank,Liaoning Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,980000,980000,1,1,Installment payment,01,00,no,no,no
2009110032016054,2009-01-01,364d,2009-12-31,74,0,1,1,2009,11/27/09,CCB computer software system maintenance support service project,China Construction Bank Corporation,Beijing,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,social development and social services,984000,984000,1,1,Installment payment,01,00,no,no,no
2008110022000163,2007-07-02,484d,2008-10-28,30,0,1,1,2008,5/30/08,Hua Xia Bank online banking system upgrade software development,"Hua Xia Bank Co., Ltd.",Beijing,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Kelan Software System Co., Ltd. bjh",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,988000,988000,1,1,Installment payment,00,01,no,no,no
2008110022000092,2007-12-01,365d,2008-11-30,26,0,1,1,2008,2/27/08,Guangdong Development Bank Online Banking System 2007-2008 Software Maintenance,"Guangdong Development Bank Co., Ltd.",Guangdong Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Kelan Software System Co., Ltd. bjh",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,social development and social services,990000,990000,1,1,Installment payment,00,01,no,no,no
2011110022000168,2011-03-14,108d,2011-06-30,4,0,1,1,2011,5/30/11,Jiangsu Jiangnan Rural Commercial Bank Online Banking System Construction Project,"Jiangsu Jiangnan Rural Commercial Bank Co., Ltd.",Jiangsu Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Kelan Software System Co., Ltd. bjh",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,990000,990000,1,1,Installment payment,00,01,no,no,no
2008110001003267,2008-01-12,1095d,2011-01-11,42,1,0,1,2008,11/14/08,Advertising ring tone development project,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Hanzhu Technology (Beijing) Co., Ltd.",Corporate,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,992983.32,992983.32,1,1,Installment payment,00,00,no,no,no
2008110032017002,2008-06-25,1095d,2011-06-25,1,0,1,1,2008,10/20/08,Shangqiu City Urban Credit Cooperative Credit Management System Project,"Shangqiu City Credit Union Co., Ltd.",Henan Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,996000,996000,1,1,Installment payment,01,00,no,no,no
2010110032007743,2010-02-15,469d,2011-05-30,1,0,1,1,2010,7/13/10,Consumer credit project of Beijing Bank Consumer Finance Company,"Beiyin Consumer Finance Co., Ltd.",Beijing,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,social development and social services,998000,998000,1,1,Installment payment,01,00,no,no,no
2011110032006805,2010-08-01,425d,2011-09-30,10,0,1,1,2011,5/31/11,Rural bank and online banking payment inter-bank clearing system project,Zhejiang Mintai Commercial Bank,Zhejiang Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1000000,1000000,1,1,Installment payment,01,00,no,no,no
2007110022000281,2007-08-06,116d,2007-11-30,8,0,1,1,2007,10/22/07,China Everbright Bank electronic payment system construction project,China Everbright Bank,Beijing,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Kelan Software System Co., Ltd. bjh",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1000000,1000000,1,1,Installment payment,00,01,no,no,no
2010110022000184,2010-07-07,426d,2011-09-06,6,0,1,1,2010,7/15/10,Jiangsu Rural Credit Cooperative Payment Platform System Construction Project Server Software Development Contract,Jiangsu Rural Credit Cooperatives Association,Jiangsu Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Kelan Software System Co., Ltd. bjh",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1000000,1000000,1,1,Installment payment,00,01,no,no,no
2009110025000140,2008-04-21,573d,2009-11-15,2,0,1,1,2009,8/26/09,The V08 MPV vehicle is equipped with Shenyang Aerospace Mitsubishi 4G69 MIVEC engine AT transmission Delphi MT80 engine management system Euro IV and EOBD,"Great Wall Motors Co., Ltd.",Hebei Province,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,state-owned enterprises,"Beijing Delphi Technology Development Co., Ltd.",Corporate,foreign-invested enterprises,1,0,0,2,Foreign companies,"Transportation, warehousing and postal services",0,Advanced Manufacturing Technology,Automation machinery and equipment technology,0,1,0,3,technical secrets,technical secrets,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1000000,1000000,1,1,Installment payment,1001,1101,no,no,no
2006110003000021,2005-11-18,730d,2007-11-18,1,0,1,0,2005,12/27/05,B808 mobile phone technology transfer,"Shenzhen Gaoxiang Digital Technology Co., Ltd.",Guangdong Province,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Beijing Dacheng Wuxian Technology Co., Ltd.",Corporate,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,technical secrets,0,0,1,3,technology transfer,Transfer of technical secrets,Out of plan,Out of plan,Promote industrial development,1000000,1000000,1,3,commission payment,04,00,no,no,no
2010110032002090,2009-09-01,606d,2011-04-30,1,0,1,1,2010,2/10/10,Liuzhou Commercial Bank Credit Management System Project,Liuzhou Commercial Bank,Guangxi Zhuang Autonomous Region,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1000000,1000000,1,1,Installment payment,01,00,no,no,no
2011110032005991,2010-12-31,517d,2012-05-31,1,0,1,1,2011,5/12/11,"""Downpaytong"" third-party payment system development contract","Beijing Shoucai United E-Commerce Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,social development and social services,1000000,1000000,1,1,Installment payment,01,00,no,no,no
2008110032021846,2007-10-01,730d,2009-09-30,34,0,1,1,2008,12/8/08,Bank of Communications centralized Call Center system development and maintenance,"Bank of Communications Co., Ltd.",Shanghai,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,social development and social services,1030000,1030000,1,1,Installment payment,01,00,no,no,no
2009110032010693,2009-05-25,493d,2010-09-30,6,0,1,1,2009,8/21/09,Changshu Rural Commercial Bank Online Banking System Application Software Development Project,Changshu Rural Commercial Bank,Jiangsu Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1030000,1030000,1,1,Installment payment,01,00,no,no,no
2010110032018013,2009-10-01,729d,2011-09-30,34,0,1,1,2010,12/16/10,Bank of Communications bank-futures bancassurance system development project,"Bank of Communications Co., Ltd.",Shanghai,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,social development and social services,1034240,1034240,1,1,Installment payment,01,00,no,no,no
2010110032014434,2010-09-28,579d,2012-04-29,8,0,1,1,2010,11/16/10,CCB Fujian Branch ODSB Comprehensive Data Management Platform Phase III,"China Construction Bank Co., Ltd. Fujian Branch",Fujian Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1050000,1050000,1,1,Installment payment,01,00,no,no,no
2011110032001342,2010-05-21,275d,2011-02-20,8,0,1,1,2011,1/20/11,CCB Liaoning Provincial Branch System Optimization Project,"China Construction Bank Co., Ltd. Liaoning Provincial Branch",Liaoning Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,social development and social services,1050000,1050000,1,1,Installment payment,01,00,no,no,no
2010110032014436,2010-01-01,364d,2010-12-31,3,0,1,1,2010,11/16/10,Jiangsu Bank Online Banking System Development Project,"Bank of Jiangsu Co., Ltd.",Jiangsu Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1050000,1050000,1,1,Installment payment,01,00,no,no,no
2008110022000032,2007-11-05,427d,2009-01-05,1,0,1,1,2008,1/9/08,Nanchang Commercial Bank Online Banking System Construction Project,Nanchang Commercial Bank,Jiangxi Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Kelan Software System Co., Ltd. bjh",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1050000,1050000,1,1,Installment payment,00,01,no,no,no
2010110022000214,2010-07-26,490d,2011-11-28,1,0,1,1,2010,8/30/10,Taizhou Commercial Bank Online Banking System Renovation Project,Taizhou Commercial Bank,Zhejiang Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Kelan Software System Co., Ltd. bjh",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1050000,1050000,1,1,Installment payment,00,01,no,no,no
2008110032018946,2008-11-07,365d,2009-11-07,1,0,1,1,2008,11/18/08,Agricultural Bank of China Shanxi Branch HP minicomputer and storage equipment maintenance service contract,Agricultural Bank of China Shanxi Branch,Shanxi Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,social development and social services,1058276.51,1058276.51,1,1,Installment payment,01,00,no,no,no
2009110032004548,2008-11-30,730d,2010-11-30,5,1,,1,2009,4/20/09,Nanchong Commercial Bank Online Banking Custody Service Platform Operation Cooperation Project,"Nanchong Commercial Bank Co., Ltd.",Sichuan Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,social development and social services,1060000,1060000,1,1,Installment payment,01,00,no,no,no
2008110032022452,2008-12-16,365d,2009-12-16,74,0,1,1,2008,12/22/08,Foreign exchange capital business report processing system project,China Construction Bank Corporation,Beijing,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1062000,1062000,1,1,Installment payment,01,00,no,no,no
2009110032004547,2009-03-25,93d,2009-06-26,13,0,1,1,2009,4/20/09,Shenzhen Development Bank Software Development Contract,Shenzhen Development Bank,Guangdong Province,1,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Yuxin Yicheng Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1063000,1063000,1,1,Installment payment,01,00,no,no,no
