amount,name of the buyer,location of the buyer,if the buyer is a bank,the buyer's country,if the buyer is a chinese organization,if the seller belongs to IT industry,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,if the project is a R&D mission,if the project is a technical consultation,if the project is an IP exchange,Turnover,money,payment method
9,Bank of East Asia (China) Limited,Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1155000,1155000,Installment payment
9,Bank of East Asia (China) Limited,Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1155000,1155000,Installment payment
26,"China CITIC Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1160000,1160000,Installment payment
15,"Bohai Bank Co., Ltd.",Tianjin City,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1160000,1160000,Installment payment
2,"Bank of Ningxia Co., Ltd.",Ningxia Hui Autonomous Region,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1160000,1160000,Installment payment
2,"Jiaxing Commercial Bank Co., Ltd.",Zhejiang Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1680000,1176000,Installment payment
30,"Hua Xia Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1180000,1180000,Installment payment
6,Jiangsu Federation of Rural Credit Cooperatives,Jiangsu Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1180000,1180000,Installment payment
3,"China Construction Bank Co., Ltd. Qinghai Provincial Branch",Qinghai Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1180000,1180000,Installment payment
1,"Preparatory Group of Lee On Life Insurance Co., Ltd.",Jiangsu Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1180000,1180000,Installment payment
13,Shanghai Rural Commercial Bank,Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1185000,1185000,Installment payment
10,"Bank of Ningbo Co., Ltd.",Zhejiang Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1188000,1188000,Installment payment
1,Hebi City Commercial Bank,Henan Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1190000,1190000,Installment payment
1,"Shandong Province Urban Commercial Bank Cooperation Alliance Co., Ltd.",Shandong Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1190000,1190000,Installment payment
4,"Sino-German Housing Savings Bank Co., Ltd.",Tianjin City,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1192181,1192181,Installment payment
30,"Hua Xia Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1200000,1200000,Installment payment
26,"Guangdong Development Bank Co., Ltd.",Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1200000,1200000,Installment payment
8,Credit Card Center of China Minsheng Banking Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1200000,1200000,Installment payment
7,"Xinyang Commercial Bank Co., Ltd.",Henan Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1200000,1200000,Installment payment
5,Shandong Federation of Rural Credit Cooperatives,Shandong Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1200000,1200000,Installment payment
3,"Shangqiu Commercial Bank Co., Ltd.",Henan Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1200000,1200000,Installment payment
2,"Jiaozuo Commercial Bank Co., Ltd.",Henan Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1200000,1200000,Installment payment
1,"Kaifeng Commercial Bank Co., Ltd.",Henan Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1200000,1200000,One time payment
2,"Xiamen Commercial Bank Co., Ltd.",Fujian Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1205400,1205400,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1224000,1224000,Installment payment
26,"Guangdong Development Bank Co., Ltd.",Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1240000,1240000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1245000,1245000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1250000,1250000,Installment payment
7,"Guangxi Beibu Gulf Bank Co., Ltd.",Guangxi Zhuang Autonomous Region,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1250000,1250000,Installment payment
3,"Zheshang Bank Co., Ltd.",Zhejiang Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1250000,1250000,Installment payment
1,"Beijing Yuxin Yicheng Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,1,0,3,0,1,0,9500000,1250000,Installment payment
1,Zibo Commercial Bank,Shandong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1250000,1250000,Installment payment
26,"China CITIC Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1260000,1260000,Installment payment
10,"Bank of China Limited, Macau Branch",Macao Special Administrative Region,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1260083.52,1260083.52,Installment payment
7,"Bank of Qinghai Co., Ltd.",Qinghai Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1280000,1280000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1282800,1282800,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1285000,1285000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1290000,1290000,Installment payment
1,"Suzhou Super Dimension Earth Science Research Development Co., Ltd.",Jiangsu Province,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1291000,1291000,Installment payment
26,"China CITIC Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1300000,1300000,Installment payment
14,"Bank of Shanghai Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1300000,1300000,Installment payment
6,Jiangxi Federation of Rural Credit Cooperatives,Jiangxi Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1300000,1300000,Installment payment
2,"Beijing Youli United Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1300000,1300000,Installment payment
2,"Tianjin Binhai Rural Commercial Bank Co., Ltd.",Tianjin City,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1300000,1300000,Installment payment
2,"Beijing Rural Commercial Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1300000,1300000,Installment payment
1,"Beijing Yingchuang Xincheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1300000,1300000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1303905,1303905,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1329000,1329000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1331500,1331500,Installment payment
15,"Bohai Bank Co., Ltd.",Tianjin City,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1341409.5,1341409.5,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1350000,1350000,Installment payment
26,"China CITIC Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1350000,1350000,Installment payment
3,Foshan Shunde District Rural Credit Cooperative,Guangdong Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1350000,1350000,Installment payment
2,"Ganzhou Bank Co., Ltd.",Jiangxi Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1350000,1350000,Installment payment
1,Chongqing United Rural Credit Cooperatives,Chongqing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1350000,1350000,Installment payment
13,Shanghai Rural Commercial Bank,Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1358000,1358000,Installment payment
8,"China Construction Bank Co., Ltd. Fujian Branch",Fujian Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1360000,1360000,Installment payment
1,"Bank of Kunlun Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1360000,1360000,Installment payment
26,"Guangdong Development Bank Co., Ltd.",Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1361250,1361250,Installment payment
3,"Bank of Chongqing Co., Ltd.",Chongqing,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1380000,1380000,Installment payment
2,"Anyang Commercial Bank Co., Ltd.",Henan Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1380000,1380000,Installment payment
1,"Essence Securities Co., Ltd.",Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1380000,1380000,Installment payment
9,Shanghai Pudong Development Bank,Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1388000,1388000,Installment payment
26,"China CITIC Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1400000,1400000,Installment payment
9,"Beijing Zhikong Meixin Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1400000,1400000,Installment payment
6,Bank of Dalian,Liaoning Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1400000,1400000,Installment payment
3,"Bank of Jiangsu Co., Ltd.",Jiangsu Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1400000,1400000,Installment payment
4,"Shenzhen Development Bank Co., Ltd.",Guangdong Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1404000,1404000,Installment payment
2,"Zhuhai Commercial Bank Co., Ltd.",Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1415759.5,1415759.5,Installment payment
5,"Industrial Bank Co., Ltd.",Fujian Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1416000,1416000,Installment payment
4,"Sino-German Housing Savings Bank Co., Ltd.",Tianjin City,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1430000,1430000,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1601000,1440900,Installment payment
3,"Zhanjiang Commercial Bank Co., Ltd.",Guangdong Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1460000,1460000,Installment payment
1,"Hohhot Commercial Bank Co., Ltd.",Inner Mongolia Autonomous Region,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1460000,1460000,Installment payment
10,"Bank of China Limited, Macau Branch",Macao Special Administrative Region,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1461918,1461918,Installment payment
4,"Jinshang Bank Co., Ltd.",Shanxi Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1480000,1480000,Installment payment
4,Taicang Rural Commercial Bank,Jiangsu Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1480000,1480000,Installment payment
3,Jinzhou Bank,Liaoning Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1480000,1480000,Installment payment
1,Tianjin Rural Cooperative Bank,Tianjin City,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1480000,1480000,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1480920,1480920,Installment payment
1,"Zhengzhou Bank Co., Ltd.",Henan Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1488000,1488000,Installment payment
1,"Tianjin Rural Commercial Bank Co., Ltd.",Tianjin City,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1490000,1490000,Installment payment
41,"China Construction Bank Co., Ltd. Beijing Branch",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1500000,1500000,Installment payment
8,"China Construction Bank Co., Ltd. Fujian Branch",Fujian Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1500000,1500000,Installment payment
7,"Bank of Qinghai Co., Ltd.",Qinghai Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1500000,1500000,Installment payment
4,"Jiangsu Jiangnan Rural Commercial Bank Co., Ltd.",Jiangsu Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1500000,1500000,Installment payment
2,"Great Wall Motors Co., Ltd.",Hebei Province,0,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,1500000,1500000,Installment payment
1,"Shenzhen Banghua Electronics Co., Ltd.",Guangdong Province,0,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1500000,1500000,commission payment
1,"CAAC 4D (Beijing) Aeronautical Remote Sensing Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1500000,1500000,One time payment
1,"Bank of Jiujiang Co., Ltd.",Jiangxi Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1500000,1500000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1512000,1512000,One time payment
5,"Industrial Bank Co., Ltd.",Fujian Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1530000,1530000,Installment payment
3,Zhejiang Federation of Rural Credit Cooperatives,Zhejiang Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1550000,1550000,Installment payment
7,Guangxi Beibu Gulf Bank,Guangxi Zhuang Autonomous Region,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1560000,1560000,Installment payment
10,Zhejiang Mintai Commercial Bank,Zhejiang Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1580000,1580000,Installment payment
1,"Shanghai Hekang Technology Development Industrial Co., Ltd.",Shanghai,0,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1580000,1580000,Installment payment
1,Bank of Ningxia,Ningxia Hui Autonomous Region,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1580000,1580000,Installment payment
1,"Jiangsu Xizhou Rural Commercial Bank Co., Ltd.",Jiangsu Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1590000,1590000,Installment payment
8,China Everbright Bank,Beijing,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1600000,1600000,Installment payment
5,"Nanchong Commercial Bank Co., Ltd.",Sichuan Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1600000,1600000,Installment payment
4,"China Construction Bank Co., Ltd. Hunan Branch",Hunan Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1600000,1600000,Installment payment
3,Hengfeng Bank,Shandong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1600000,1600000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1610903,1610903,Installment payment
13,Shanghai Rural Commercial Bank,Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,1620000,1620000,Installment payment
1,"Hunan Great Wall Medical Technology Co., Ltd.",Hunan Province,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1622478,1622478,Installment payment
2,"Jiaxing Commercial Bank Co., Ltd.",Zhejiang Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1630000,1630000,Installment payment
13,Shenzhen Development Bank,Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1649000,1649000,Installment payment
10,Zhejiang Mintai Commercial Bank,Zhejiang Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1660000,1660000,Installment payment
5,"Jiangsu Jiangyin Rural Commercial Bank Co., Ltd.",Jiangsu Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1660000,1660000,Installment payment
7,"Jiangsu Wujiang Rural Commercial Bank Co., Ltd.",Jiangsu Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1665000,1665000,Installment payment
5,Hunan Federation of Rural Credit Cooperatives,Hunan Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1680000,1680000,Installment payment
1,"Ordos Commercial Bank Co., Ltd.",Inner Mongolia Autonomous Region,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1680000,1680000,Installment payment
1,"Sanya Huahao Real Estate Supermarket Co., Ltd.",Hainan,0,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,1685564,1685564,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1700000,1700000,Installment payment
7,"Bank of Qinghai Co., Ltd.",Qinghai Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1700000,1700000,Installment payment
1,Guangzhou Rural Credit Cooperatives Association,Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1700000,1700000,Installment payment
1,"Zhejiang Chouzhou Commercial Bank Co., Ltd.",Zhejiang Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1700000,1700000,Installment payment
1,Qinhuangdao Commercial Bank,Hebei Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1700000,1700000,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1716000,1716000,Installment payment
30,"Hua Xia Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1725000,1725000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1731000,1731000,Installment payment
26,"China CITIC Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1750000,1750000,Installment payment
4,"Tai Chi Computer Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1752500,1752500,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1752807.81,1752807.81,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1760000,1760000,Installment payment
7,"Bank of Beijing Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1760000,1760000,Installment payment
4,Kunshan Rural Commercial Bank,Jiangsu Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1765000,1765000,Installment payment
8,Ningbo Yinzhou Rural Cooperative Bank,Zhejiang Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1780000,1780000,Installment payment
6,"Bank of Chengdu Co., Ltd.",Sichuan Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1780000,1780000,Installment payment
2,"Huishang Bank Co., Ltd.",Anhui Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1780000,1780000,Installment payment
8,"China Construction Bank Co., Ltd. Liaoning Provincial Branch",Liaoning Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1790000,1790000,Installment payment
5,"Jiangsu Jiangyin Rural Commercial Bank Co., Ltd.",Jiangsu Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1790000,1790000,Installment payment
3,"Bank of Chongqing Co., Ltd.",Chongqing,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1790000,1790000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1792709.94,1792709.94,One time payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1800000,1800000,Installment payment
1,"Hebei Bank Co., Ltd.",Hebei Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1800000,1800000,Installment payment
26,"Guangdong Development Bank Co., Ltd.",Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1816300,1816300,Installment payment
2,Dongguan Rural Credit Cooperatives Association,Guangdong Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,2018000,1818000,Installment payment
3,"Hankou Bank Co., Ltd.",hubei province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1820000,1820000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1821646,1821646,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1824000,1824000,Installment payment
3,"Zheshang Bank Co., Ltd.",Zhejiang Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1826600,1826600,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1830000,1830000,Installment payment
1,"Chengdu Rural Commercial Bank Co., Ltd.",Sichuan Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1830000,1830000,Installment payment
74,China Construction Bank Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1831000,1831000,Installment payment
2,Jinhua Commercial Bank,Zhejiang Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1850000,1850000,Installment payment
8,Ningbo Yinzhou Rural Cooperative Bank,Zhejiang Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1864000,1864000,Installment payment
6,"Nanchang Bank Co., Ltd.",Jiangxi Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1880000,1880000,Installment payment
6,"Lanzhou Bank Co., Ltd.",Gansu province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1880000,1880000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1900000,1900000,Installment payment
14,Huishang Bank,Anhui Province,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1900000,1900000,Installment payment
5,"Harbin Bank Co., Ltd.",Heilongjiang Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1900000,1900000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1904718,1904718,Installment payment
3,"Zheshang Bank Co., Ltd.",Zhejiang Province,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1906000,1906000,Installment payment
34,"Bank of Communications Co., Ltd.",Shanghai,1,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1906500,1906500,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1911787.18,1911787.18,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1920000,1920000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1927760,1927760,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1931110,1931110,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1936000,1936000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1938500,1938500,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1946147.18,1946147.18,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1950000,1950000,Installment payment
6,"Chongqing Rural Commercial Bank Co., Ltd.",Chongqing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1950000,1950000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1965800,1965800,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1965907,1965907,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1969262.88,1969262.88,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1970000,1970000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1973022.37,1973022.37,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1973022.37,1973022.37,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1974392.28,1974392.28,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1975450,1975450,Installment payment
1,"Agricultural Bank of China Co., Ltd. Sichuan Branch",Sichuan Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1977842.2,1977842.2,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1980000,1980000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1980000,1980000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1980000,1980000,Installment payment
8,Credit Card Center of China Minsheng Banking Corporation,Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1980000,1980000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1980485,1980485,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1981000,1981000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1982403.05,1982403.05,Installment payment
1,"Langfang Bank Co., Ltd.",Hebei Province,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,1984000,1984000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1985000,1985000,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1986888.96,1986888.96,Installment payment
42,"Beijing Huasheng Tiancheng Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1987750,1987750,Installment payment
